unique_id,ds,LGBMRegressor
hotel_126,2023-07-21,0.9938585847801495
hotel_126,2023-07-22,0.9923914398024936
hotel_126,2023-07-23,0.9888162375209498
hotel_126,2023-07-24,0.9881889459690321
hotel_126,2023-07-25,0.977731793638324
hotel_126,2023-07-26,0.9958285178547082
hotel_126,2023-07-27,0.9885916981672601
hotel_126,2023-07-28,0.9792053891000483
hotel_133,2023-07-01,0.9830504326583492
hotel_133,2023-07-02,0.9501424572741641
hotel_133,2023-07-03,0.960296590278349
hotel_133,2023-07-04,0.9528969541290547
hotel_133,2023-07-05,0.9369289476583041
hotel_133,2023-07-06,0.9306562127881142
hotel_133,2023-07-07,0.9471632404931662
hotel_133,2023-07-08,0.9639055071633362
hotel_133,2023-07-09,0.9200583009131933
hotel_133,2023-07-10,0.9504434694865415
hotel_133,2023-07-11,0.9512545141451662
hotel_133,2023-07-12,0.9630299567637032
hotel_133,2023-07-13,0.9582134219816578
hotel_133,2023-07-14,0.9713426313629979
hotel_133,2023-07-15,0.9749110577594606
hotel_133,2023-07-16,0.9503428274702306
hotel_133,2023-07-17,0.9472384657421623
hotel_133,2023-07-18,0.9374884910940093
hotel_133,2023-07-19,0.9296737128866173
hotel_133,2023-07-20,0.9269713345098315
hotel_133,2023-07-21,0.9424523774950662
hotel_133,2023-07-22,0.9775695919796747
hotel_133,2023-07-23,0.9494882953285124
hotel_133,2023-07-24,0.9411747823374151
hotel_133,2023-07-25,0.94543658511062
hotel_133,2023-07-26,0.9505313187626098
hotel_133,2023-07-27,0.940669810809763
hotel_133,2023-07-28,0.9499885388860794
hotel_14,2023-07-01,0.6005346918701402
hotel_14,2023-07-02,0.6018886575182477
hotel_14,2023-07-03,0.6137009668588337
hotel_14,2023-07-04,0.6722246692238231
hotel_14,2023-07-05,0.6983404744155154
hotel_14,2023-07-06,0.6852259198333596
hotel_14,2023-07-07,0.645847260466686
hotel_14,2023-07-08,0.6810316694046316
hotel_14,2023-07-09,0.6475002221342844
hotel_14,2023-07-10,0.6765382454449725
hotel_14,2023-07-11,0.6600486121131224
hotel_14,2023-07-12,0.6512376283863376
hotel_14,2023-07-13,0.6888973566831259
hotel_14,2023-07-14,0.6792382223917747
hotel_14,2023-07-15,0.6786903951032833
hotel_14,2023-07-16,0.6817987252305204
hotel_14,2023-07-17,0.6904911334226699
hotel_14,2023-07-18,0.7038703738039197
hotel_14,2023-07-19,0.6880571337656394
hotel_14,2023-07-20,0.685654307860471
hotel_14,2023-07-21,0.6850940499929912
hotel_14,2023-07-22,0.7016065236671674
hotel_14,2023-07-23,0.6923542031996811
hotel_14,2023-07-24,0.6936061821371768
hotel_14,2023-07-25,0.7008693782045334
hotel_14,2023-07-26,0.6850926638555384
hotel_14,2023-07-27,0.6984155354469441
hotel_14,2023-07-28,0.6745414803150528
hotel_21,2023-07-01,0.9312710625911792
hotel_21,2023-07-02,0.9408070842746461
hotel_21,2023-07-03,0.9739506661690981
hotel_21,2023-07-04,0.9777518124636009
hotel_21,2023-07-05,0.9806281932241826
hotel_21,2023-07-06,0.9889631913241339
hotel_21,2023-07-07,0.9540430654103604
hotel_21,2023-07-08,0.9641561824973776
hotel_21,2023-07-09,0.9404302841087001
hotel_21,2023-07-10,0.9626277179726301
hotel_21,2023-07-11,0.9471558385756434
hotel_21,2023-07-12,0.96141856693691
hotel_21,2023-07-13,0.9707458857411465
hotel_21,2023-07-14,0.9707035153931657
hotel_21,2023-07-15,0.9665128374665117
hotel_21,2023-07-16,0.9400618962022557
hotel_21,2023-07-17,0.9563083518120212
hotel_21,2023-07-18,0.9494874569367099
hotel_21,2023-07-19,0.95163723203101
hotel_21,2023-07-20,0.950723684504786
hotel_21,2023-07-21,0.943864363894439
hotel_21,2023-07-22,0.9617925064094824
hotel_21,2023-07-23,0.9385130628487036
hotel_21,2023-07-24,0.9565247630647808
hotel_21,2023-07-25,0.9630299567637032
hotel_21,2023-07-26,0.9575755370266433
hotel_21,2023-07-27,0.9517002299322865
hotel_21,2023-07-28,0.9458011656933041
hotel_28,2023-07-01,0.44757286164973614
hotel_28,2023-07-02,0.4696694126683936
hotel_28,2023-07-03,0.46534515669598475
hotel_28,2023-07-04,0.4817522082885198
hotel_28,2023-07-05,0.45349388027654486
hotel_28,2023-07-06,0.4905051877412259
hotel_28,2023-07-07,0.5595258457329931
hotel_28,2023-07-08,0.49809749642698276
hotel_28,2023-07-09,0.5063815973621324
hotel_28,2023-07-10,0.5014320019716666
hotel_28,2023-07-11,0.5065989614550976
hotel_28,2023-07-12,0.4450220421059696
hotel_28,2023-07-13,0.44103358864925596
hotel_28,2023-07-14,0.5104857360835604
hotel_28,2023-07-15,0.5215653840546686
hotel_28,2023-07-16,0.5188212527255014
hotel_28,2023-07-17,0.5188212527255014
hotel_28,2023-07-18,0.5188212527255014
hotel_28,2023-07-19,0.5104607484861374
hotel_28,2023-07-20,0.504450550520036
hotel_28,2023-07-21,0.5182555369689517
hotel_28,2023-07-22,0.5232457564909838
hotel_28,2023-07-23,0.5258107507197952
hotel_28,2023-07-24,0.5258107507197952
hotel_28,2023-07-25,0.5258107507197952
hotel_28,2023-07-26,0.494347818426084
hotel_28,2023-07-27,0.504936264326569
hotel_28,2023-07-28,0.522907465075898
hotel_35,2023-07-01,0.6790331710073279
hotel_35,2023-07-02,0.6776846329151216
hotel_35,2023-07-03,0.7226467986354794
hotel_35,2023-07-04,0.76335431602523
hotel_35,2023-07-05,0.7757924120801895
hotel_35,2023-07-06,0.7976294960369552
hotel_35,2023-07-07,0.8026114586511868
hotel_35,2023-07-08,0.7580131395323819
hotel_35,2023-07-09,0.7579768717398102
hotel_35,2023-07-10,0.7798897335423866
hotel_35,2023-07-11,0.8173209263537868
hotel_35,2023-07-12,0.823953662371702
hotel_35,2023-07-13,0.8226859671041258
hotel_35,2023-07-14,0.8195600312371816
hotel_35,2023-07-15,0.8051142205484497
hotel_35,2023-07-16,0.7949543542332071
hotel_35,2023-07-17,0.8002762636115004
hotel_35,2023-07-18,0.8024632142320389
hotel_35,2023-07-19,0.8037412709093565
hotel_35,2023-07-20,0.8183360375596147
hotel_35,2023-07-21,0.827001304741669
hotel_35,2023-07-22,0.8201450076946292
hotel_35,2023-07-23,0.8322147259224267
hotel_35,2023-07-24,0.8433306245063494
hotel_35,2023-07-25,0.8545982473568605
hotel_35,2023-07-26,0.8545139372583227
hotel_35,2023-07-27,0.8476790696179453
hotel_35,2023-07-28,0.8401311289066592
hotel_42,2023-07-01,0.8027464151600209
hotel_42,2023-07-02,0.6165498943467339
hotel_42,2023-07-03,0.6552788192970157
hotel_42,2023-07-04,0.78038523679104
hotel_42,2023-07-05,0.8311890140921192
hotel_42,2023-07-06,0.8299734596944874
hotel_42,2023-07-07,0.8441516236695648
hotel_42,2023-07-08,0.8537172550656286
hotel_42,2023-07-09,0.5990136043716643
hotel_42,2023-07-10,0.6527968476590438
hotel_42,2023-07-11,0.7777385085934845
hotel_42,2023-07-12,0.8538934571192044
hotel_42,2023-07-13,0.8266034557873772
hotel_42,2023-07-14,0.8193653466066352
hotel_42,2023-07-15,0.8628009853249794
hotel_42,2023-07-16,0.7048439066727001
hotel_42,2023-07-17,0.6853049722548937
hotel_42,2023-07-18,0.7092269300775434
hotel_42,2023-07-19,0.7982599923882002
hotel_42,2023-07-20,0.8166894456494276
hotel_42,2023-07-21,0.8263908610400152
hotel_42,2023-07-22,0.8443524419866243
hotel_42,2023-07-23,0.7262441548995566
hotel_42,2023-07-24,0.7401851196212842
hotel_42,2023-07-25,0.7957337058349556
hotel_42,2023-07-26,0.8255841145653723
hotel_42,2023-07-27,0.8219230878461451
hotel_42,2023-07-28,0.823466983021991
hotel_49,2023-07-01,0.6993094165658421
hotel_49,2023-07-02,0.6966459079943788
hotel_49,2023-07-03,0.6517269291096003
hotel_49,2023-07-04,0.6951596256242822
hotel_49,2023-07-05,0.6780479677574894
hotel_49,2023-07-06,0.6943854416773402
hotel_49,2023-07-07,0.6852035886680032
hotel_49,2023-07-08,0.7094523254221861
hotel_49,2023-07-09,0.683251977246024
hotel_49,2023-07-10,0.7008823237999041
hotel_49,2023-07-11,0.6699501140508968
hotel_49,2023-07-12,0.6894373133720464
hotel_49,2023-07-13,0.6864466597146642
hotel_49,2023-07-14,0.6916721536526903
hotel_49,2023-07-15,0.7121233785224902
hotel_49,2023-07-16,0.6908797677516831
hotel_49,2023-07-17,0.67968078031179
hotel_49,2023-07-18,0.6841934756958943
hotel_49,2023-07-19,0.6875937432221375
hotel_49,2023-07-20,0.6811540630690206
hotel_49,2023-07-21,0.685654307860471
hotel_49,2023-07-22,0.7114335939131723
hotel_49,2023-07-23,0.7008942889068956
hotel_49,2023-07-24,0.6756397867052585
hotel_49,2023-07-25,0.689806068920572
hotel_49,2023-07-26,0.685654307860471
hotel_49,2023-07-27,0.6888994750526104
hotel_49,2023-07-28,0.685654307860471
hotel_56,2023-07-01,0.9498569209784516
hotel_56,2023-07-02,0.9389026126309147
hotel_56,2023-07-03,0.9472313950910128
hotel_56,2023-07-04,0.9834306253956266
hotel_56,2023-07-05,0.9660720823190356
hotel_56,2023-07-06,0.91065108827746
hotel_56,2023-07-07,0.9559655002349408
hotel_56,2023-07-08,0.9528445677163588
hotel_56,2023-07-09,0.9218493162199641
hotel_56,2023-07-10,0.9475622471460146
hotel_56,2023-07-11,0.9606862515174982
hotel_56,2023-07-12,0.9620139901612655
hotel_56,2023-07-13,0.9307640830112448
hotel_56,2023-07-14,0.933635556680839
hotel_56,2023-07-15,0.9376253380481886
hotel_56,2023-07-16,0.918738986713293
hotel_56,2023-07-17,0.9243619081477691
hotel_56,2023-07-18,0.959375380392928
hotel_56,2023-07-19,0.9514116614082647
hotel_56,2023-07-20,0.926604625766537
hotel_56,2023-07-21,0.9303526768857759
hotel_56,2023-07-22,0.9269027494731363
hotel_56,2023-07-23,0.9541265508397072
hotel_56,2023-07-24,0.9552399161167658
hotel_56,2023-07-25,0.975480952163399
hotel_56,2023-07-26,0.9623532577391279
hotel_56,2023-07-27,0.9263175411354525
hotel_56,2023-07-28,0.9348861048414362
hotel_63,2023-07-01,0.8440349350883651
hotel_63,2023-07-02,0.7319944213973409
hotel_63,2023-07-03,0.7192028381830942
hotel_63,2023-07-04,0.7886556157460562
hotel_63,2023-07-05,0.7977041600730221
hotel_63,2023-07-06,0.8283627259656914
hotel_63,2023-07-07,0.840996832254418
hotel_63,2023-07-08,0.8384425142746618
hotel_63,2023-07-09,0.7887703392971918
hotel_63,2023-07-10,0.7873092923161373
hotel_63,2023-07-11,0.8207816988634167
hotel_63,2023-07-12,0.8251486513844184
hotel_63,2023-07-13,0.8228077389756133
hotel_63,2023-07-14,0.8239811399898939
hotel_63,2023-07-15,0.847724457373116
hotel_63,2023-07-16,0.8527214624236591
hotel_63,2023-07-17,0.8256896804722837
hotel_63,2023-07-18,0.8252063520248054
hotel_63,2023-07-19,0.820659504959316
hotel_63,2023-07-20,0.8274864284426879
hotel_63,2023-07-21,0.8293367815297005
hotel_63,2023-07-22,0.8177918625811332
hotel_63,2023-07-23,0.8424624704019955
hotel_63,2023-07-24,0.8442077537983534
hotel_63,2023-07-25,0.8493022535433188
hotel_63,2023-07-26,0.8451229384330731
hotel_63,2023-07-27,0.847058839029376
hotel_63,2023-07-28,0.847058839029376
hotel_7,2023-07-01,0.6083500860400666
hotel_7,2023-07-02,0.4897400250429408
hotel_7,2023-07-03,0.5100235091383672
hotel_7,2023-07-04,0.47549026541438705
hotel_7,2023-07-05,0.5022903742316746
hotel_7,2023-07-06,0.5767266003302842
hotel_7,2023-07-07,0.6298623092769083
hotel_7,2023-07-08,0.6559789163207106
hotel_7,2023-07-09,0.6140793132826753
hotel_7,2023-07-10,0.7101141622731884
hotel_7,2023-07-11,0.5571825745312273
hotel_7,2023-07-12,0.5364594496697248
hotel_7,2023-07-13,0.6061010367123594
hotel_7,2023-07-14,0.6649806838889404
hotel_7,2023-07-15,0.6848270148903062
hotel_7,2023-07-16,0.6478601241830757
hotel_7,2023-07-17,0.6963130017788997
hotel_7,2023-07-18,0.6054966369221847
hotel_7,2023-07-19,0.5728926187862395
hotel_7,2023-07-20,0.584928372332306
hotel_7,2023-07-21,0.595889977231516
hotel_7,2023-07-22,0.636932250199939
hotel_7,2023-07-23,0.6707731463954253
hotel_7,2023-07-24,0.6868462691921272
hotel_7,2023-07-25,0.6682866582298799
hotel_7,2023-07-26,0.652511692278993
hotel_7,2023-07-27,0.6547713970893598
hotel_7,2023-07-28,0.710499031542405
hotel_70,2023-07-01,0.8281527022293936
hotel_70,2023-07-02,0.7551543962512048
hotel_70,2023-07-03,0.7030631002916119
hotel_70,2023-07-04,0.7149420964495843
hotel_70,2023-07-05,0.7284188237401402
hotel_70,2023-07-06,0.7394036088162709
hotel_70,2023-07-07,0.7696235418054986
hotel_70,2023-07-08,0.8052245855582065
hotel_70,2023-07-09,0.7897923438522806
hotel_70,2023-07-10,0.7740296592606485
hotel_70,2023-07-11,0.7798941261379411
hotel_70,2023-07-12,0.7747270678602726
hotel_70,2023-07-13,0.7775469454885425
hotel_70,2023-07-14,0.8006070671447998
hotel_70,2023-07-15,0.8218567355512308
hotel_70,2023-07-16,0.8012507482148149
hotel_70,2023-07-17,0.7898252635016034
hotel_70,2023-07-18,0.8080097623566674
hotel_70,2023-07-19,0.8106558823827359
hotel_70,2023-07-20,0.8022388120836126
hotel_70,2023-07-21,0.8037586037311298
hotel_70,2023-07-22,0.8084547360148748
hotel_70,2023-07-23,0.8103961027628394
hotel_70,2023-07-24,0.8178807465184572
hotel_70,2023-07-25,0.8178807465184572
hotel_70,2023-07-26,0.8121571478760768
hotel_70,2023-07-27,0.8132494744647953
hotel_70,2023-07-28,0.8320153023359892
hotel_77,2022-12-27,0.0033468569325505863
hotel_77,2022-12-28,0.004045068529004736
hotel_77,2022-12-29,0.004045068529004736
hotel_77,2022-12-30,0.004045068529004736
hotel_77,2022-12-31,0.004045068529004736
hotel_77,2023-01-01,0.004045068529004736
hotel_77,2023-01-02,0.004045068529004736
hotel_77,2023-01-03,0.004045068529004736
hotel_77,2023-01-04,0.004045068529004736
hotel_77,2023-01-05,0.004045068529004736
hotel_77,2023-01-06,0.004045068529004736
hotel_77,2023-01-07,0.004045068529004736
hotel_77,2023-01-08,0.004045068529004736
hotel_77,2023-01-09,0.004045068529004736
hotel_77,2023-01-10,0.004045068529004736
hotel_77,2023-01-11,0.004045068529004736
hotel_77,2023-01-12,0.004045068529004736
hotel_77,2023-01-13,0.004045068529004736
hotel_77,2023-01-14,0.004045068529004736
hotel_77,2023-01-15,0.004045068529004736
hotel_77,2023-01-16,0.004045068529004736
hotel_77,2023-01-17,0.004045068529004736
hotel_77,2023-01-18,0.004045068529004736
hotel_77,2023-01-19,0.004045068529004736
hotel_77,2023-01-20,0.004045068529004736
hotel_77,2023-01-21,0.004045068529004736
hotel_77,2023-01-22,0.004045068529004736
hotel_77,2023-01-23,0.004045068529004736
hotel_84,2023-07-01,0.8988709426185197
hotel_84,2023-07-02,0.9096864039698658
hotel_84,2023-07-03,0.882500992147372
hotel_84,2023-07-04,0.863852633651563
hotel_84,2023-07-05,0.885842691610654
hotel_84,2023-07-06,0.8900076717451061
hotel_84,2023-07-07,0.906238746653009
hotel_84,2023-07-08,0.8724485534450123
hotel_84,2023-07-09,0.8862249168190137
hotel_84,2023-07-10,0.9126933473847314
hotel_84,2023-07-11,0.8778565291357454
hotel_84,2023-07-12,0.8746018837996911
hotel_84,2023-07-13,0.8890739485954393
hotel_84,2023-07-14,0.9191280906472601
hotel_84,2023-07-15,0.9214790478718808
hotel_84,2023-07-16,0.914795254887076
hotel_84,2023-07-17,0.8689347559684043
hotel_84,2023-07-18,0.8834331345322661
hotel_84,2023-07-19,0.9211693995198879
hotel_84,2023-07-20,0.9192840302350995
hotel_84,2023-07-21,0.8997309756574813
hotel_84,2023-07-22,0.9081684784831684
hotel_84,2023-07-23,0.8950059176172545
hotel_84,2023-07-24,0.8966786970581769
hotel_84,2023-07-25,0.8623840338832648
hotel_84,2023-07-26,0.8881362107972348
hotel_84,2023-07-27,0.8993261288153089
hotel_84,2023-07-28,0.896551079155741
hotel_91,2023-07-01,0.8919700459247988
hotel_91,2023-07-02,0.8754619608831635
hotel_91,2023-07-03,0.907515667031538
hotel_91,2023-07-04,0.9503371826140952
hotel_91,2023-07-05,0.9694799112865364
hotel_91,2023-07-06,0.9432932484147684
hotel_91,2023-07-07,0.9282970391289381
hotel_91,2023-07-08,0.8906454260458236
hotel_91,2023-07-09,0.8775464221310285
hotel_91,2023-07-10,0.9139887266406349
hotel_91,2023-07-11,0.9465294286714102
hotel_91,2023-07-12,0.9355114976361815
hotel_91,2023-07-13,0.9329445664880586
hotel_91,2023-07-14,0.9161351676888975
hotel_91,2023-07-15,0.9149535717923776
hotel_91,2023-07-16,0.8724571433166439
hotel_91,2023-07-17,0.8741676864420022
hotel_91,2023-07-18,0.9098635853614032
hotel_91,2023-07-19,0.9227840211827446
hotel_91,2023-07-20,0.9183766499759203
hotel_91,2023-07-21,0.9226012321461564
hotel_91,2023-07-22,0.9143660760327865
hotel_91,2023-07-23,0.8815588211439425
hotel_91,2023-07-24,0.9042952808817295
hotel_91,2023-07-25,0.8811722269673492
hotel_91,2023-07-26,0.9364848115352593
hotel_91,2023-07-27,0.9333372714878841
hotel_91,2023-07-28,0.9141022076463163
hotel_98,2023-07-01,0.4816453142365742
hotel_98,2023-07-02,0.37900031463235634
hotel_98,2023-07-03,0.23482880618205687
hotel_98,2023-07-04,0.16064167553734932
hotel_98,2023-07-05,0.18265648653708758
hotel_98,2023-07-06,0.21977761500926477
hotel_98,2023-07-07,0.2916462153829212
hotel_98,2023-07-08,0.3398057101514879
hotel_98,2023-07-09,0.3051029979686935
hotel_98,2023-07-10,0.2977439277281257
hotel_98,2023-07-11,0.21283696020157342
hotel_98,2023-07-12,0.2266352657883899
hotel_98,2023-07-13,0.2164175713399088
hotel_98,2023-07-14,0.26647994390780516
hotel_98,2023-07-15,0.3098722776291461
hotel_98,2023-07-16,0.30996314543181075
hotel_98,2023-07-17,0.30752237028269624
hotel_98,2023-07-18,0.3081755835707636
hotel_98,2023-07-19,0.3103108850970053
hotel_98,2023-07-20,0.28852652388994293
hotel_98,2023-07-21,0.30508547070799324
hotel_98,2023-07-22,0.3352373142358582
hotel_98,2023-07-23,0.3229403572386421
hotel_98,2023-07-24,0.31661395526541936
hotel_98,2023-07-25,0.31329138389722433
hotel_98,2023-07-26,0.3029681637085754
hotel_98,2023-07-27,0.29647132826456885
hotel_98,2023-07-28,0.33375823974426794
